Michael Ben-Or,C. M. Eastman
D. D. George,C. M. Eastman
R. Barakat,C. M. Eastman
D. R. Chang,C. M. Eastman
M. Garland,C. M. Eastman
Ioannis Z. Emiris,C. M. Eastman
Thierry Giordano,C. M. Eastman
R. P. Burton,C. M. Eastman
D. R. Baum,C. M. Eastman
J. M. Winget,C. M. Eastman
M. Lounsbery,C. M. Eastman
J. Warren,C. M. Eastman
M. Hall,C. M. Eastman
M. Halstead,C. M. Eastman
G. Ressler,C. M. Eastman
G. Hooper,C. M. Eastman
John M. Snyder,C. M. Eastman
A. R. Woodbury,C. M. Eastman
S. Sastry,C. M. Eastman
Pat Hanrahan,C. M. Eastman
John Danskin,C. M. Eastman
R. Brockett,C. M. Eastman
F. X. Sillion,C. M. Eastman
D. Kozen,C. M. Eastman
A. H. Barr,C. M. Eastman
T. Duchamp,C. M. Eastman
D. Moore,C. M. Eastman
B. Currin,C. M. Eastman
Z. Gigus,C. M. Eastman
J. Tygar,C. M. Eastman
Stephen R. Tate,C. M. Eastman
K. Fleischer,C. M. Eastman
S. Mann,C. M. Eastman
M. Zemankova,C. M. Eastman
R. M. Murray,C. M. Eastman
H. Jin,C. M. Eastman
A. S. Wallack,C. M. Eastman
D. R. Smith,C. M. Eastman
David Salesin,C. M. Eastman
A. Tyagi,C. M. Eastman
N. C. MacDonald,C. M. Eastman
K.-F. Bohringer,C. M. Eastman
F. Newbery Paulisch,C. M. Eastman
J. D. Tyger,C. M. Eastman
J. Malik,C. M. Eastman
D. Armon,C. M. Eastman
Andrew S. Glassner,C. M. Eastman
J. A. Storer,C. M. Eastman
K. P. Smith,C. M. Eastman
J. Schweitzer,C. M. Eastman
Hugues Hoppe,C. M. Eastman
J. McDonald,C. M. Eastman
M. Taix,C. M. Eastman
D. Lishinski,C. M. Eastman
H. Weghorst,C. M. Eastman
L. Richard Speer,C. M. Eastman
G. Heinzinger,C. M. Eastman
E. Kaltofen,C. M. Eastman
C. I. Yessios,C. M. Eastman
J. Baillieul,C. M. Eastman
K. Booth,C. M. Eastman
B. Garlick,C. M. Eastman
Ashutosh Rege,C. M. Eastman
D. Dragomatz,C. M. Eastman
B. Smith,C. M. Eastman
C. Kolb,C. M. Eastman
P. Atherton,C. M. Eastman
D. B. Curtis,C. M. Eastman
R. Barzel,C. M. Eastman
M. Pharr,C. M. Eastman
A. Yoshida,C. M. Eastman
M. Raghavan,C. M. Eastman
W. F. Tichy,C. M. Eastman
K. Xu,C. M. Eastman
Brian Mirtich,C. M. Eastman
Jonathan Shade,C. M. Eastman
Bradford Chamberlain,C. M. Eastman
Jovan Popovic,C. M. Eastman
S. Sechrest,C. M. Eastman
W. L. Hightower,C. M. Eastman
Y. Lakshman,C. M. Eastman
J. C. Platt,C. M. Eastman
D. K. Pai,C. M. Eastman
A. Baer,C. M. Eastman
Hongyan Wang,C. M. Eastman
F. J. Newbery,C. M. Eastman
B. Von Herzen,C. M. Eastman
R. Gershbein,C. M. Eastman
Ming-Yang Kao,C. M. Eastman
Kyriakos Zervoudakis,C. M. Eastman
J. Lin,C. M. Eastman
P. Yeh,P. Yeh
D. Zhang,P. Yeh
Adrian Bowyer,P. Yeh
John R. Woodwark,P. Yeh
James H. Davenport,P. Yeh
Y. Siret,P. Yeh
Andrew Wallis,P. Yeh
J. Hong,P. Yeh
D. A. Plaisted,P. Yeh
Kenneth J. Supowit,P. Yeh
S. J. Friedman,P. Yeh
Stuart M. Shieber,P. Yeh
Wheeler Ruml,P. Yeh
Joe Marks,P. Yeh
E. Dengler,P. Yeh
M. Friedell,P. Yeh
D. Kramlich,P. Yeh
Edward M. Reingold,P. Yeh
T. Fruchterman,P. Yeh
P. Rheingans,P. Yeh
A. E. Chiou,P. Yeh
G. Brown,P. Yeh
A. Schinzel,P. Yeh
Laurent Alonso,P. Yeh
C. Kosak,P. Yeh
Brad Andalman,P. Yeh
S. Campbell,P. Yeh
C. Gu,P. Yeh
J. H. Hong,P. Yeh
K. M. Quinlan,P. Yeh
Jon Christensen,P. Yeh
Stuart M. Schieber,P. Yeh
N. Deo,P. Yeh
C.-Y. Pany,P. Yeh
J. Lehman,P. Yeh
C. P. Gabor,P. Yeh
W.-L. Hsu,P. Yeh
G. L. Nemhauser,P. Yeh
L. E. Trotter,P. Yeh
D. Reiner,P. Yeh
J. S. Tilford,P. Yeh
S. Edmondson,P. Yeh
M. Chilenskas,P. Yeh
J. R. Woodwork,P. Yeh
David Lavender,P. Yeh
A. Rosenthal,P. Yeh
M. Brodie,P. Yeh
E. Tournier,P. Yeh
Q. He,P. Yeh
J. Padget,P. Yeh
Kathy Ryall,P. Yeh
P. Milne,P. Yeh
R. McKee,P. Yeh
Arthur S. Goldstein,P. Yeh
G. Cornuejol,P. Yeh
M. Khoshnevisan,P. Yeh
D. Eggert,D. Eggert
K. W. Bowyer,D. Eggert
C. R. Dyer,D. Eggert
Azriel Rosenfeld,D. Eggert
K. Fujimura,D. Eggert
K. Tamaguchi,D. Eggert
T. L. Kunii,D. Eggert
Y. L. Kergosien,D. Eggert
M. Ueda,D. Eggert
J. L. Pfaltz,D. Eggert
W. J. Berman,D. Eggert
Y. G. Huang,D. Eggert
O. G. Okunev,D. Eggert
L. S. David,D. Eggert
B. J. Schachter,D. Eggert
B. An,D. Eggert
N. Ahuja,D. Eggert
R. Yen,D. Eggert
L. Stark,D. Eggert
J. M. S. Prewitt,D. Eggert
K. Yamaguchi,D. Eggert
R. T. Chien,D. Eggert
A. Klinger,D. Eggert
S. L. Tanimoto,D. Eggert
R. J. Fowler,D. Eggert
Hanan Samet,D. Eggert
E. G. Hoel,D. Eggert
R. F. Franklin,D. Eggert
F. K. H. Quek,D. Eggert
H. Toriya,D. Eggert
L. Kitchen,D. Eggert
J. J. Little,D. Eggert
P. Bogdanovich,D. Eggert
P. Koistinen,D. Eggert
M. Tamminen,D. Eggert
M. Tikkanen,D. Eggert
W. H. Plantinga,D. Eggert
N. Birdwell,D. Eggert
W. B. Seals,D. Eggert
A. C. Kak,D. Eggert
J. Veenstra,D. Eggert
S. Ranade,D. Eggert
D. Cox,D. Eggert
Thomas K. Peucker,D. Eggert
G. R. Hjaltason,D. Eggert
P. Bhattacharya,D. Eggert
H. Freeman,D. Eggert
R. C. Nelson,D. Eggert
C. Esperanca,D. Eggert
W. G. Aref,D. Eggert
D. M. Mark,D. Eggert
D. J. Abel,D. Eggert
F. Pont,D. Eggert
R. Shapira,D. Eggert
S. Peleg,D. Eggert
D. Sherman,D. Eggert
C. H. Ang,D. Eggert
R. Sivan,D. Eggert
S. K. Bhaskar,D. Eggert
M. Potemesil,D. Eggert
T. H. Hong,D. Eggert
M. Schneier,D. Eggert
D. O'Shea,D. Eggert
C. L. Jackins,D. Eggert
C. A. Shaffer,D. Eggert
W. Hoff,D. Eggert
S. P. Morse,D. Eggert
Y. K. Hwang,D. Eggert
I. Chakravarty,D. Eggert
P. P. Loutrel,D. Eggert
Robert E. Webber,D. Eggert
J. L. Smith,D. Eggert
P. De La Torre,D. Eggert
J. Ahn,D. Eggert
Y. Shinagawa,D. Eggert
E. M. Cagley,D. Eggert
R. T. Chin,D. Eggert
S. Takahashi,D. Eggert
T. Ikeda,D. Eggert
J. S. Doerschler,D. Eggert
David H. Douglas,D. Eggert
K. Myszkowski,D. Eggert
Martin J. Durst,D. Eggert
Gerald Farin,Gerald Farin
R. E. Barnhill,Gerald Farin
F. F. Little,Gerald Farin
J. L. Schwing,Gerald Farin
J. Zhang,Gerald Farin
M. Lassak,Gerald Farin
V. Bokka,Gerald Farin
Ivan Stojmenovic,Gerald Farin
Q. T. Pham,Gerald Farin
I. M. Lucewicz,Gerald Farin
R. F. Riesenfeld,Gerald Farin
D. Gries,Gerald Farin
J. Misra,Gerald Farin
Stephan Olariu,Gerald Farin
A. Y. Zomaya,Gerald Farin
J. Kahmann,Gerald Farin
D. J. Evans,Gerald Farin
D. Bhagavathi,Gerald Farin
M. A. Langston,Gerald Farin
C. Czyzowicz,Gerald Farin
L. Wilson,Gerald Farin
F. Al-Thukair,Gerald Farin
H. S. Ou,Gerald Farin
W. J. Gordon,Gerald Farin
W. Boehm,Gerald Farin
P. Looges,Gerald Farin
R. Lin,Gerald Farin
B. R. Piper,Gerald Farin
S. Toida,Gerald Farin
N. Y. Yousif,Gerald Farin
R. Wille,Gerald Farin
K. Qui,Gerald Farin
S. G. Akl,Gerald Farin
J. Meijer,Gerald Farin
G. Stumme,Gerald Farin
S. Mai,Gerald Farin
J. H. Brown,Gerald Farin
F. Vogt,Gerald Farin
H. Gurla,Gerald Farin
P. Alfeld,Gerald Farin
Ratko Tosic,Gerald Farin
W. Shen,Gerald Farin
M. Zubaer,Gerald Farin
M. Jordan,Gerald Farin
K. Qiu,Gerald Farin
T. Lyche,T. Lyche
E. Cohen,T. Lyche
Gershon Elber,T. Lyche
M.-S. Kim,T. Lyche
Chandrajit L. Bajaj,T. Lyche
Edward J. Coyle,T. Lyche
N. Megiddo,T. Lyche
E. Zemel,T. Lyche
R. Chandrasekaran,T. Lyche
S. N. Kabadi,T. Lyche
K. P. K. Nair,T. Lyche
A. Tamir,T. Lyche
R. Riesenfeld,T. Lyche
J. M. Lane,T. Lyche
J. T. Whitted,T. Lyche
R. R. Riesenfeld,T. Lyche
R. E. Lynch,T. Lyche
Christoph M. Hoffmann,T. Lyche
Debasish Dutta,T. Lyche
P. K. Chaudhuri,T. Lyche
Pamela J. Vermeer,T. Lyche
V. Anupam,T. Lyche
Kwun-Nan Lin,T. Lyche
G. S. Lueker,T. Lyche
V. Ramachandran,T. Lyche
Gill Barequet,T. Lyche
Vitaly Surazhsky,T. Lyche
Ilya Eckstein,T. Lyche
Seth Allen,T. Lyche
B. Magedson,T. Lyche
Craig Gotsman,T. Lyche
J. A. Fayman,T. Lyche
S. M. Gelston,T. Lyche
K. Morken,T. Lyche
I. Ihm,T. Lyche
Bruce F. Naylor,T. Lyche
William C. Thibault,T. Lyche
Tatiana Surazhsky,T. Lyche
Guoliang Xu,T. Lyche
Jianer Chen,T. Lyche
M. J. Todd,T. Lyche
I. Adler,T. Lyche
Katta G. Murty,T. Lyche
Z. M. Kedem,T. Lyche
M. O. Rabin,T. Lyche
O. Sudarsky,T. Lyche
Zachi Karni,T. Lyche
L. L. Schumaker,T. Lyche
C. M. Hoffman,T. Lyche
J. E. Hopcroft,T. Lyche
M. Furst,T. Lyche
G. B. Dantzig,T. Lyche
J. F. Blinn,T. Lyche
L. C. Carpenter,T. Lyche
T. Porter,T. Lyche
Petru Pau,T. Lyche
Matthew T. Dickerson,T. Lyche
J. Shugart,T. Lyche
J. H. Chuang,T. Lyche
T. T. Moh,T. Lyche
K. V. Palem,T. Lyche
M. T. Karasick,T. Lyche
S. M. Rubin,T. Lyche
G. Vanecek,T. Lyche
S. Evans,T. Lyche
M. Li,T. Lyche
Y. P. Aneja,T. Lyche
E. Quak,T. Lyche
Fausto Bernardini,T. Lyche
H. Rushmeir,T. Lyche
G. Taubin,T. Lyche
C. Silva,T. Lyche
J. A. Amanatides,T. Lyche
C. Cattani,T. Lyche
Robert L. Cook,T. Lyche
Alain Fournier,T. Lyche
Vishwa Ranjan,T. Lyche
R. Saigal,T. Lyche
T. Garrity,T. Lyche
Prashant Kulkarni,T. Lyche
C. Touma,T. Lyche
D. S. Fussell,T. Lyche
R. Thurimella,T. Lyche
J. D. Mittleman,T. Lyche
Boris Kronrod,T. Lyche
A. Orden,T. Lyche
Y. Kaplan,T. Lyche
Y. Aumann,T. Lyche
C. Hoffman,T. Lyche
A. T. Campbell,T. Lyche
D. Y. Montuno,T. Lyche
D. B. Kraft,T. Lyche
E. Luks,T. Lyche
A. V. Royappa,T. Lyche
B. Bajaj,T. Lyche
D. R. Reddy,T. Lyche
J. Cheriyan,T. Lyche
M. Rarick,T. Lyche
Daniel Scharstein,T. Lyche
M. Kim,T. Lyche
P. Wolfe,T. Lyche
P. A. Beling,T. Lyche
D. R. Schikore,T. Lyche
Y. Han,T. Lyche
M. J. Lai,T. Lyche
Valerio Pascucci,T. Lyche
L. Soukup,L. Soukup
P. Komjath,L. Soukup
P. Erdos,L. Soukup
J. H. Spencer,L. Soukup
S. A. Burr,L. Soukup
Branko Grunbaum,L. Soukup
T. S. Motzkin,L. Soukup
M. Klugerman,L. Soukup
D. J. Kleitman,L. Soukup
I. Shearer,L. Soukup
S. Chaiken,L. Soukup
Y. C. Wee,L. Soukup
M. Simonovits,L. Soukup
Laszlo Lovasz,L. Soukup
H. E. Scarf,L. Soukup
T. Rugherford,L. Soukup
P. Turan,L. Soukup
R. Howe,L. Soukup
I. Barany,L. Soukup
M. Grotschel,L. Soukup
N. G. de Bruin,L. Soukup
Y. Yemini,L. Soukup
P. J. Kahn,L. Soukup
H. Raiffa,L. Soukup
L. Pyber,L. Soukup
A. Gyarfas,L. Soukup
J. Lehel,L. Soukup
R. Aharoni,L. Soukup
Nathan Linial,L. Soukup
D. Zuckerman,L. Soukup
Michael E. Saks,L. Soukup
Amos Fiat,L. Soukup
D. Lichtenstein,L. Soukup
M. M. Klawe,L. Soukup
A. K. Lenstra,L. Soukup
H. W. Lenstra,L. Soukup
Boris Aronov,L. Soukup
G. C. Shephard,L. Soukup
D. E. Willard,L. Soukup
L. J. Schulman,L. Soukup
A. Balog,L. Soukup
M. D. Plummer,L. Soukup
E. Straus,L. Soukup
Adi Rosen,L. Soukup
Piotr Berman,L. Soukup
V. Ramaiyer,L. Soukup
L. Gerencser,L. Soukup
J. Hammer,L. Soukup
J. Spencer,L. Soukup
O. Sasson,L. Soukup
J. H. Schmerl,L. Soukup
R. K. Guy,L. Soukup
K. J. Falconer,L. Soukup
A. Schrijver,L. Soukup
L. Lovaz,L. Soukup
G. B. Purdy,L. Soukup
G. R. Burton,L. Soukup
W. A. Burkhard,L. Soukup
R. M. Keller,L. Soukup
H. P. Croft,L. Soukup
T. Kovari,L. Soukup
E. Bar-Eli,L. Soukup
D. Franzblau,L. Soukup
Peter M. Gruber,L. Soukup
R. M. Thrall,L. Soukup
I. Szalkai,L. Soukup
A. Renyi,L. Soukup
R. Sulanke,L. Soukup
A. Simmons,L. Soukup
C. G. Lekkerkerker,L. Soukup
G. Elekes,L. Soukup
N. J. A. Sloane,L. Soukup
J. H. Conway,L. Soukup
D. Shallcross,L. Soukup
R. H. Schelp,L. Soukup
O. Svestka,L. Soukup
G. L. Thompson,L. Soukup
F. W. Fredman,L. Soukup
G. Schnitger,L. Soukup
R. J. Faudree,L. Soukup
A. Hajnal,L. Soukup
G. Szekeres,L. Soukup
R. H. Hardin,L. Soukup
W. Goddard,L. Soukup
C. C. Rousseau,L. Soukup
P. Yan,L. Soukup
K. Vesztergombi,L. Soukup
E. F. D'Azevedo,E. F. D'Azevedo
R. B. Simpson,E. F. D'Azevedo
Barry Joe,E. F. D'Azevedo
W. Wang,E. F. D'Azevedo
G. G. Grinstein,E. F. D'Azevedo
Changyaw Wang,E. F. D'Azevedo
Kenneth Chiu,E. F. D'Azevedo
Peter Shirley,E. F. D'Azevedo
P. Williams,E. F. D'Azevedo
Ronald N. Goldman,E. F. D'Azevedo
Phillip Barry,E. F. D'Azevedo
Anwei Liu,E. F. D'Azevedo
M. Katachalski,E. F. D'Azevedo
C. E. Wee,E. F. D'Azevedo
D. Nashtir,E. F. D'Azevedo
M. S. Klamkin,E. F. D'Azevedo
T. Lewis,E. F. D'Azevedo
A. Meir,E. F. D'Azevedo
J. W. Moon,E. F. D'Azevedo
R. Hope,E. F. D'Azevedo
A. Tuchman,E. F. D'Azevedo
Z. Zhang,Z. Zhang
N. Prabhu,Z. Zhang
J. A. Reeds,Z. Zhang
P. C. Fishburn,Z. Zhang
K. P. Bogart,Z. Zhang
J. C. Lagarias,Z. Zhang
L. A. Shepp,Z. Zhang
Fred S. Roberts,Z. Zhang
G. Isaak,Z. Zhang
L. Langley,Z. Zhang
E. N. Gilbert,Z. Zhang
E. G. Coffman,Z. Zhang
J. B. Kruskal,Z. Zhang
J. B. Seery,Z. Zhang
T. L. Morin,Z. Zhang
K. A. Baker,Z. Zhang
S. T. Leutenegger,S. T. Leutenegger
Mario A. Lopez,S. T. Leutenegger
Ravi Janardan,S. T. Leutenegger
K. Tang,S. T. Leutenegger
Sung Yong Shin,S. T. Leutenegger
I. Ilinkin,S. T. Leutenegger
J. Edington,S. T. Leutenegger
S.-Y. Chou,S. T. Leutenegger
M. C. Hon,S. T. Leutenegger
Michiel H. M. Smid,S. T. Leutenegger
Frank Follert,S. T. Leutenegger
J. Schwerdt,S. T. Leutenegger
Dinesh Mehta,S. T. Leutenegger
P. G. Bradford,S. T. Leutenegger
T. Woo,S. T. Leutenegger
S. Chou,S. T. Leutenegger
K. Lange,S. T. Leutenegger
L. Chen,S. T. Leutenegger
Y. Yesha,S. T. Leutenegger
U. Wendt,S. T. Leutenegger
L.-L. Chen,S. T. Leutenegger
P.-T. Lan,S. T. Leutenegger
Christian Thiel,S. T. Leutenegger
M.-E. Wang,S. T. Leutenegger
E. Johnson,S. T. Leutenegger
S. Reisner,S. T. Leutenegger
M. C. Hong,S. T. Leutenegger
F. N. Fredickson,S. T. Leutenegger
Bhaskar Dasgupta,S. T. Leutenegger
Y. Cao,S. T. Leutenegger
R. Ray,S. T. Leutenegger
R. Sriram,S. T. Leutenegger
Jayanth Majhi,S. T. Leutenegger
D. Gemmill,S. T. Leutenegger
Prosenjit Gupta,S. T. Leutenegger
Thomas Wahl,Thomas Wahl
Hartmut Noltemeier,Thomas Wahl
Knut Verbarg,Thomas Wahl
A. Hensel,Thomas Wahl
Oliver Karch,Thomas Wahl
H. Heusinger,Thomas Wahl
C. Zirkelbach,Thomas Wahl
Steven E. Benzley,Steven E. Benzley
Scott A. Mitchell,Steven E. Benzley
Tiow Seng Tan,Steven E. Benzley
Herbert Edelsbrunner,Steven E. Benzley
A. Hicks,Steven E. Benzley
Chee-Keng Yap,Steven E. Benzley
J. S. Chang,Steven E. Benzley
Y. L. Wang,Steven E. Benzley
R. C. T. Lee,Steven E. Benzley
R. C. Tsai,Steven E. Benzley
L. Paul Chew,Steven E. Benzley
Srinivasa Rao Arikati,Steven E. Benzley
Pankaj K. Agarwal,Steven E. Benzley
W. V. Wright,Steven E. Benzley
G. Turk,Steven E. Benzley
S. Molnar,Steven E. Benzley
D. B. West,Steven E. Benzley
Franco P. Preparata,Steven E. Benzley
G. M. Faust,Steven E. Benzley
Jon Louis Bentley,Steven E. Benzley
R. A. Finkel,Steven E. Benzley
J. H. Friedman,Steven E. Benzley
David Eppstein,Steven E. Benzley
M. Yung,Steven E. Benzley
Robert E. Tarjan,Steven E. Benzley
K. Y. Fung,Steven E. Benzley
C. J. van Wyk,Steven E. Benzley
Theo Pavlidis,Steven E. Benzley
Lori Scarlatos,Steven E. Benzley
F. Huber,Steven E. Benzley
LeonBattista Donati,Steven E. Benzley
S. J. Fortune,Steven E. Benzley
S. E. Jones,Steven E. Benzley
Marshall W. Bern,Steven E. Benzley
Leonidas J. Guibas,Steven E. Benzley
Efthymios G. Anagnostou,Steven E. Benzley
D. G. Corneil,Steven E. Benzley
S. Arnborg,Steven E. Benzley
H. Feng,Steven E. Benzley
A. Nissenzweig,Steven E. Benzley
Giuseppe F. Italiano,Steven E. Benzley
U. Nanni,Steven E. Benzley
Giorgio Ausiello,Steven E. Benzley
G. W. Hart,Steven E. Benzley
Joseph O'Rourke,Steven E. Benzley
L. J. Aupperle,Steven E. Benzley
C. Ehrlich,Steven E. Benzley
S. Even,Steven E. Benzley
A. Lempel,Steven E. Benzley
I. Cederbaum,Steven E. Benzley
I. Hartman,Steven E. Benzley
Mark H. Overmars,Steven E. Benzley
Svante Carlsson,Steven E. Benzley
S. R. Mahaney,Steven E. Benzley
Thomas Dube,Steven E. Benzley
B. Mishra,Steven E. Benzley
Jeffery Westbrook,Steven E. Benzley
Wenhong Zhu,Steven E. Benzley
Kasturi R. Varadarajan,Steven E. Benzley
B. C. Vemuri,Steven E. Benzley
Jean-Daniel Boissonnat,Steven E. Benzley
Philippe Soueres,Steven E. Benzley
C. Silverstein,Steven E. Benzley
J. C. Clements,Steven E. Benzley
Gerd Stockl,Steven E. Benzley
Emo Welzl,Steven E. Benzley
L. Wernisch,Steven E. Benzley
R. Muller,Steven E. Benzley
Stefan Felsner,Steven E. Benzley
J. Gustedt,Steven E. Benzley
Andrea Pietracaprina,Steven E. Benzley
Nimish R. Shah,Steven E. Benzley
Tamal K. Dey,Steven E. Benzley
N. Leekha,Steven E. Benzley
Michiel Hagedoorn,Steven E. Benzley
Franz Aurenhammer,Steven E. Benzley
Yin-Feng Xu,Steven E. Benzley
Daniel H. Greene,Steven E. Benzley
E. Kuo,Steven E. Benzley
Jack Scott Snoeyink,Steven E. Benzley
Francois Anton,Steven E. Benzley
Christopher M. Gold,Steven E. Benzley
T. D. Charters,Steven E. Benzley
C. Sturtivant,Steven E. Benzley
Gary L. Miller,Steven E. Benzley
H. Gazit,Steven E. Benzley
David Letscher,Steven E. Benzley
Eric Veach,Steven E. Benzley
S. M. Morvan,Steven E. Benzley
G. M. Fadel,Steven E. Benzley
A. L. Rosenberg,Steven E. Benzley
J. W. Hong,Steven E. Benzley
Kurt Mehlhorn,Steven E. Benzley
S. Hertel,Steven E. Benzley
M. J. Mantyla,Steven E. Benzley
R. Sulonen,Steven E. Benzley
Raphael Wenger,Steven E. Benzley
Praveen Bhaniramka,Steven E. Benzley
Jim Ruppert,Steven E. Benzley
W. H. E. Day,Steven E. Benzley
J. R. Hipp,Steven E. Benzley
H. Weber,Steven E. Benzley
D. Lin,Steven E. Benzley
Jean-Claude Latombe,Steven E. Benzley
P. W. Finn,Steven E. Benzley
Nicole Morawe,Steven E. Benzley
Roberto Tamassia,Steven E. Benzley
C. Mannino,Steven E. Benzley
Tycho Strijk,Steven E. Benzley
Sheung-Hung Poon,Steven E. Benzley
N. Ward,Steven E. Benzley
Peter D. Eades,Steven E. Benzley
Michael Taschwer,Steven E. Benzley
Gunter Rote,Steven E. Benzley
Zhong-Liang Yu,Steven E. Benzley
H. A. Maurer,Steven E. Benzley
Thomas A. Ottmann,Steven E. Benzley
C. Ullrich,Steven E. Benzley
L. B. Rall,Steven E. Benzley
J. Bazik,Steven E. Benzley
A. van Dam,Steven E. Benzley
Phillips,Steven E. Benzley
Robert L. Scot Drysdale,Steven E. Benzley
Peter Su,Steven E. Benzley
J. Poulton,Steven E. Benzley
Desh Ranjan,Steven E. Benzley
Tetsuo Asano,Steven E. Benzley
E. S. Kuh,Steven E. Benzley
W. W.-M. Dai,Steven E. Benzley
M.-F. Yu,Steven E. Benzley
Nancy M. Amato,Steven E. Benzley
O. B. Bayazit,Steven E. Benzley
J. Hynd,Steven E. Benzley
E. Pietrosanti,Steven E. Benzley
S. N. Meshkat,Steven E. Benzley
J. Tang,Steven E. Benzley
V. Srinivasan,Steven E. Benzley
Z.-Y. You,Steven E. Benzley
N. Kanamaru,Steven E. Benzley
Stephane Nullans,Steven E. Benzley
Frederic Cazals,Steven E. Benzley
F. P. Brooks,Steven E. Benzley
John Milligan Airey,Steven E. Benzley
R. W. Hon,Steven E. Benzley
W. Bucher,Steven E. Benzley
B. F. Schaudt,Steven E. Benzley
J. W. Krussel,Steven E. Benzley
Giuseppe di Battista,Steven E. Benzley
W.-P. Liu,Steven E. Benzley
J. Cohen,Steven E. Benzley
T. Hickey,Steven E. Benzley
K. Miriyala,Steven E. Benzley
P. Tiwari,Steven E. Benzley
Prabhakar Raghavan,Steven E. Benzley
T.-Y. Li,Steven E. Benzley
J. A. Yorke,Steven E. Benzley
N. Kouta,Steven E. Benzley
J. Basch,Steven E. Benzley
H. Devarajan,Steven E. Benzley
Piotr Indyk,Steven E. Benzley
M. Farach-Colton,Steven E. Benzley
M. A. Bender,Steven E. Benzley
Geppino Pucci,Steven E. Benzley
D. E. Muller,Steven E. Benzley
Dana Angluin,Steven E. Benzley
Christos H. Papadimitriou,Steven E. Benzley
X. Markenscoff,Steven E. Benzley
S. W. Bent,Steven E. Benzley
J. K. Park,Steven E. Benzley
Sandeep Sen,Steven E. Benzley
Ketan Mulmuley,Steven E. Benzley
Bernard Chazelle,Steven E. Benzley
J. Incerpi,Steven E. Benzley
Sabine Hanke,Steven E. Benzley
Kenneth L. Clarkson,Steven E. Benzley
P. M. Vaida,Steven E. Benzley
Shang-Hua Teng,Steven E. Benzley
G. Miller,Steven E. Benzley
R. K. Walker,Steven E. Benzley
Derick R. Wood,Steven E. Benzley
Otto Nurmi,Steven E. Benzley
K. Hoffmann,Steven E. Benzley
P. Rosenstiehl,Steven E. Benzley
P. O. de Mendez,Steven E. Benzley
J. van Leeuwen,Steven E. Benzley
Vladimir Estivill-Castro,Steven E. Benzley
James Abello,Steven E. Benzley
S. Pisupati,Steven E. Benzley
David Harel,Steven E. Benzley
Dmitry Nekhayev,Steven E. Benzley
Sumanta Guha,Steven E. Benzley
J. Haralambides,Steven E. Benzley
Michael Kaufmann,Steven E. Benzley
Ulrich Fossmeier,Steven E. Benzley
Alexander Z. Zelikovsky,Steven E. Benzley
Ben-Arroyo,Steven E. Benzley
R. Grossman,Steven E. Benzley
N. Metelski,Steven E. Benzley
P. Kofakis,Steven E. Benzley
H. Li,Steven E. Benzley
M. A. Lavin,Steven E. Benzley
David P. Dobkin,Steven E. Benzley
Eleftherios Koutsofios,Steven E. Benzley
K. P. Vo,Steven E. Benzley
Horst W. Hamacher,Steven E. Benzley
D. Alberts,Steven E. Benzley
P. G. Spirakis,Steven E. Benzley
V. N. Martynchik,Steven E. Benzley
A. S. Azarenok,Steven E. Benzley
Pierre Alliez,Steven E. Benzley
Mathieu Desbrun,Steven E. Benzley
F. Tom Leighton,Steven E. Benzley
H. Trickey,Steven E. Benzley
E. Grosse,Steven E. Benzley
Olivier D. Faugeras,Steven E. Benzley
Michael Seel,Steven E. Benzley
S. Sleator,Steven E. Benzley
David Marimont,Steven E. Benzley
Cho Hwan-Gue,Steven E. Benzley
D. P. Huttenlocher,Steven E. Benzley
Rene van Oostrum,Steven E. Benzley
Lars Arge,Steven E. Benzley
J. Gilbert,Steven E. Benzley
Ralf Hartmut Guting,Steven E. Benzley
W. Schilling,Steven E. Benzley
A. D. Robison,Steven E. Benzley
D. Zorin,Steven E. Benzley
N. Thurston,Steven E. Benzley
Stephen C. North,Steven E. Benzley
J. S. Sandberg,Steven E. Benzley
Goos Kant,Steven E. Benzley
H. L. Bodlaender,Steven E. Benzley
D. F. Stanat,Steven E. Benzley
F. Vargiu,Steven E. Benzley
M. Strani,Steven E. Benzley
L. Kucera,Steven E. Benzley
G. Swiatek,Steven E. Benzley
W. Imrich,Steven E. Benzley
L. K. Dale,Steven E. Benzley
H. Y. F. Feng,Steven E. Benzley
Evanthia Papadopoulou,Steven E. Benzley
Asish Mukhopadhyay,Steven E. Benzley
G. Srinivasaraghavan,Steven E. Benzley
Eelco de Lange,Steven E. Benzley
Monique Teillaud,Steven E. Benzley
Ernest Perry,Steven E. Benzley
H. E. Conn,Steven E. Benzley
J. Mark Keil,Steven E. Benzley
D. Dolev,Steven E. Benzley
D. Kravets,Steven E. Benzley
C. Batini,Steven E. Benzley
E. Fortunato,Steven E. Benzley
R. Mannss,Steven E. Benzley
C. Stone,Steven E. Benzley
Antonio Hernandez Barrera,Steven E. Benzley
Subhas Chandra Nandy,Steven E. Benzley
Bhargab B. Bhattacharya,Steven E. Benzley
G. Lerman,Steven E. Benzley
M. Bousset,Steven E. Benzley
R. Kong,Steven E. Benzley
Hanna Baumgarten,Steven E. Benzley
Qing-Wen Feng,Steven E. Benzley
J. Ziegler,Steven E. Benzley
S. P. Austin,Steven E. Benzley
Steven K. Feiner,Steven E. Benzley
Elena Degtiariora-Kostova,Steven E. Benzley
